area_type,route_type,hour,day_of_week,weather,rainfall_mm,traffic_index,passenger_load_pct,scheduled_headway_min,stop_count,distance_km,road_condition,previous_delay_min,special_event,delay_minutes,delay_category
Urban,Local Bus,10,4,Clear,0.06,71.09,75.77,18.88,21,7.51,Good,9.1,0,15.02,Major Delay
Urban,Local Bus,8,6,Clear,0.71,0.0,49.21,12.85,22,14.51,Good,2.88,0,10.01,Moderate Delay
Urban,Local Bus,22,3,Clear,5.74,7.56,68.93,11.75,18,18.28,Good,18.57,0,10.77,Moderate Delay
Urban,Local Bus,16,0,Rain,11.31,77.73,67.07,9.85,29,15.7,Average,8.34,0,21.98,Major Delay
Urban,Feeder Bus,22,6,Clear,4.92,31.45,87.35,13.6,20,8.0,Good,10.36,1,11.5,Moderate Delay
Urban,Local Bus,10,3,Clear,0.29,14.27,71.05,11.87,19,7.02,Good,0.0,0,12.06,Moderate Delay
Rural,Feeder Bus,7,0,Rain,1.38,43.34,75.07,5.05,16,19.17,Average,3.08,1,21.83,Major Delay
Urban,Local Bus,11,0,Rain,1.93,53.57,47.42,9.29,31,13.08,Average,7.54,0,20.39,Major Delay
Rural,Local Bus,10,5,Cloudy,5.49,44.37,81.92,18.79,7,12.53,Good,3.08,0,11.8,Moderate Delay
Rural,Local Bus,17,6,Cloudy,3.09,58.76,32.48,11.58,26,11.1,Good,3.78,0,8.78,Moderate Delay
Urban,Local Bus,17,4,Cloudy,10.54,55.65,46.54,9.26,17,18.55,Average,4.72,0,21.91,Major Delay
Rural,Express Bus,6,3,Cloudy,0.25,54.44,63.63,14.28,15,15.87,Poor,0.0,0,7.05,Moderate Delay
Urban,Feeder Bus,15,2,Clear,6.62,79.01,34.95,16.93,18,10.07,Average,0.0,0,12.99,Moderate Delay
Urban,Express Bus,11,2,Clear,0.72,47.67,39.54,17.9,27,15.56,Good,2.58,0,15.1,Major Delay
Rural,Express Bus,16,2,Clear,13.14,47.0,39.55,16.03,15,11.89,Average,1.43,0,9.74,Moderate Delay
Rural,Local Bus,12,1,Clear,6.69,66.46,65.57,21.25,14,15.36,Good,0.0,0,16.14,Major Delay
Urban,Local Bus,14,0,Clear,3.09,60.71,54.82,14.3,34,17.78,Good,2.87,0,16.75,Major Delay
Urban,Express Bus,17,3,Clear,2.32,27.23,77.27,12.58,17,17.18,Good,0.0,0,6.57,Moderate Delay
Urban,Local Bus,10,1,Clear,5.24,45.88,95.61,19.24,29,2.37,Good,7.31,0,21.59,Major Delay
Rural,Local Bus,8,1,Rain,10.25,58.08,63.41,9.75,16,13.57,Average,6.45,0,17.79,Major Delay
Urban,Feeder Bus,17,1,Rain,4.99,34.5,47.77,11.57,34,18.39,Average,6.92,0,18.48,Major Delay
Urban,Feeder Bus,22,5,Cloudy,3.07,35.6,65.37,4.44,17,7.41,Average,0.0,0,15.13,Major Delay
Urban,Express Bus,12,4,Heavy Rain,1.04,16.0,40.09,24.88,15,20.95,Average,0.0,0,11.95,Moderate Delay
Urban,Local Bus,22,3,Clear,2.92,0.0,56.73,26.51,26,14.1,Good,10.11,0,15.36,Major Delay
Urban,Feeder Bus,8,4,Clear,10.32,39.4,100.0,12.95,29,15.79,Average,2.52,0,19.56,Major Delay
Rural,Local Bus,19,3,Clear,7.69,50.93,53.94,18.58,12,15.79,Average,6.35,0,20.98,Major Delay
Urban,Local Bus,22,3,Cloudy,11.58,22.81,64.05,18.2,33,4.28,Average,0.0,1,20.61,Major Delay
Urban,Local Bus,10,5,Clear,0.96,79.69,54.77,15.14,14,15.98,Good,2.07,0,14.41,Moderate Delay
Urban,Feeder Bus,7,5,Rain,0.28,23.93,49.81,21.29,31,13.47,Average,9.46,0,17.16,Major Delay
Rural,Feeder Bus,16,1,Clear,7.07,68.99,67.62,6.41,20,8.76,Average,4.17,0,11.71,Moderate Delay
Rural,Express Bus,20,5,Clear,0.45,57.63,32.58,12.89,22,19.12,Good,2.25,0,9.96,Moderate Delay
Urban,Local Bus,6,1,Cloudy,11.57,98.06,54.68,3.0,13,2.0,Poor,6.33,0,16.53,Major Delay
Urban,Local Bus,16,0,Clear,7.28,60.42,30.85,7.93,9,7.94,Good,5.08,0,10.6,Moderate Delay
Urban,Local Bus,20,2,Rain,4.84,14.74,88.89,4.25,8,18.27,Good,13.92,0,15.37,Major Delay
Urban,Feeder Bus,5,2,Cloudy,0.77,72.25,77.74,3.0,8,16.05,Average,3.7,0,12.1,Moderate Delay
Rural,Local Bus,14,5,Rain,3.54,87.04,42.64,11.03,26,8.31,Average,6.74,0,23.4,Major Delay
Urban,Local Bus,6,4,Cloudy,2.92,7.24,20.88,16.19,23,7.44,Average,2.83,0,6.28,Moderate Delay
Urban,Express Bus,8,0,Clear,5.05,62.7,67.81,10.01,22,10.19,Average,0.0,0,9.37,Moderate Delay
Rural,Local Bus,13,3,Clear,14.75,67.79,57.13,10.73,32,12.96,Poor,5.61,0,16.72,Major Delay
Urban,Feeder Bus,10,5,Rain,0.99,43.1,100.0,9.59,33,9.28,Good,0.0,0,23.54,Major Delay
Urban,Local Bus,6,5,Clear,2.42,0.0,86.03,14.84,19,11.07,Good,8.43,0,9.46,Moderate Delay
Urban,Feeder Bus,19,3,Clear,3.17,41.19,70.7,10.37,27,11.96,Average,0.0,1,16.97,Major Delay
Urban,Local Bus,8,4,Clear,12.19,34.64,47.44,7.96,7,9.89,Good,0.0,0,13.16,Moderate Delay
Urban,Local Bus,20,3,Cloudy,3.95,83.18,52.77,19.59,22,9.36,Average,0.0,0,18.75,Major Delay
Urban,Local Bus,8,1,Clear,6.64,45.96,64.04,8.77,17,5.75,Poor,6.6,0,18.82,Major Delay
Urban,Local Bus,14,3,Heavy Rain,13.05,38.52,65.1,6.37,12,11.5,Good,0.0,0,20.47,Major Delay
Urban,Express Bus,18,4,Clear,4.82,34.51,43.85,18.44,16,11.4,Good,6.05,0,14.2,Moderate Delay
Urban,Local Bus,13,0,Clear,2.46,55.49,30.72,3.9,10,6.95,Good,0.13,0,5.85,Moderate Delay
Rural,Local Bus,12,4,Clear,10.88,49.31,96.56,21.38,20,13.05,Average,2.91,0,12.67,Moderate Delay
Urban,Express Bus,18,1,Clear,6.16,29.83,58.68,7.84,20,17.52,Average,0.82,0,10.29,Moderate Delay
Urban,Local Bus,5,0,Clear,1.58,54.07,66.48,14.48,8,11.95,Poor,15.14,0,17.43,Major Delay
Urban,Express Bus,19,5,Rain,2.18,35.18,40.85,8.03,18,13.78,Average,0.0,0,19.1,Major Delay
Rural,Express Bus,17,2,Clear,14.18,0.0,85.32,14.08,14,16.57,Poor,5.95,1,21.01,Major Delay
Rural,Local Bus,18,2,Clear,7.26,63.36,78.8,10.87,17,11.46,Good,3.45,0,15.02,Major Delay
Urban,Express Bus,12,4,Clear,2.65,61.18,59.21,8.1,31,16.09,Good,0.0,0,14.78,Moderate Delay
Urban,Local Bus,11,3,Clear,0.2,52.59,62.2,4.38,18,2.0,Good,5.47,0,20.49,Major Delay
Urban,Local Bus,15,4,Heavy Rain,7.4,37.82,63.7,10.76,24,8.09,Average,0.0,0,16.51,Major Delay
Urban,Local Bus,16,6,Clear,6.2,46.34,59.96,16.85,11,6.12,Good,0.0,0,8.38,Moderate Delay
Urban,Feeder Bus,21,4,Rain,7.27,66.84,69.16,18.05,33,18.68,Good,0.0,0,16.28,Major Delay
Urban,Express Bus,20,0,Clear,1.29,33.47,65.53,9.69,17,14.79,Good,3.91,0,13.3,Moderate Delay
Urban,Local Bus,5,1,Clear,2.48,67.77,54.48,9.7,14,5.58,Good,0.5,0,13.82,Moderate Delay
Urban,Feeder Bus,7,3,Rain,9.68,14.08,34.63,12.95,6,6.75,Average,0.0,0,9.67,Moderate Delay
Urban,Local Bus,22,3,Clear,2.44,51.87,57.49,14.01,30,4.77,Poor,5.21,0,18.37,Major Delay
Urban,Feeder Bus,11,2,Rain,0.39,48.59,73.01,13.98,21,13.26,Good,8.89,0,19.73,Major Delay
Rural,Express Bus,15,1,Clear,1.08,71.06,71.44,11.4,9,12.59,Average,0.0,0,6.42,Moderate Delay
Urban,Feeder Bus,6,0,Clear,8.43,26.86,84.25,11.81,21,9.51,Good,5.15,0,13.28,Moderate Delay
Rural,Feeder Bus,6,1,Rain,3.02,29.37,86.36,12.28,13,7.24,Good,6.12,0,11.71,Moderate Delay
Urban,Feeder Bus,12,6,Clear,0.8,15.93,72.03,3.0,25,11.47,Good,9.87,0,8.36,Moderate Delay
Rural,Local Bus,17,2,Heavy Rain,5.72,34.97,61.75,11.57,10,24.51,Average,2.05,0,25.12,Major Delay
Rural,Express Bus,18,6,Heavy Rain,1.76,53.87,64.87,18.69,26,9.7,Average,11.22,1,26.09,Major Delay
Rural,Feeder Bus,21,2,Clear,2.89,6.65,46.51,22.36,10,17.34,Average,6.42,1,8.87,Moderate Delay
Rural,Express Bus,8,2,Clear,4.3,37.81,73.99,21.06,25,10.12,Average,0.0,0,15.32,Major Delay
Rural,Local Bus,8,3,Rain,11.63,62.05,84.47,14.54,13,16.46,Good,5.0,0,26.3,Major Delay
Urban,Feeder Bus,14,6,Clear,4.3,45.63,78.83,6.87,29,14.63,Average,3.41,1,18.62,Major Delay
Rural,Local Bus,14,3,Rain,2.25,49.73,69.13,10.71,20,11.45,Average,8.42,0,13.26,Moderate Delay
Urban,Local Bus,5,0,Clear,5.42,13.36,53.19,9.43,8,14.81,Good,9.4,0,10.73,Moderate Delay
Urban,Local Bus,13,1,Clear,5.78,45.7,50.88,5.55,31,17.61,Good,0.0,0,7.05,Moderate Delay
Urban,Local Bus,21,6,Cloudy,2.0,48.66,54.8,8.35,31,11.95,Good,8.03,0,15.17,Major Delay
Rural,Express Bus,7,1,Rain,3.02,44.23,43.4,9.63,14,10.71,Good,2.85,0,11.37,Moderate Delay
Urban,Local Bus,19,5,Rain,3.41,51.51,63.49,5.63,16,14.94,Good,0.0,0,20.36,Major Delay
Urban,Express Bus,13,6,Cloudy,9.99,40.89,10.0,19.6,5,19.77,Good,10.74,0,7.02,Moderate Delay
Urban,Feeder Bus,14,1,Clear,5.13,37.51,47.22,17.65,25,4.66,Poor,1.12,0,17.29,Major Delay
Urban,Local Bus,16,3,Clear,7.87,24.09,59.36,13.7,18,5.27,Poor,3.66,0,12.59,Moderate Delay
Urban,Express Bus,17,4,Clear,9.72,70.41,100.0,16.29,8,18.68,Average,3.13,1,18.09,Major Delay
Urban,Local Bus,16,5,Clear,0.33,19.79,58.09,15.84,24,8.9,Average,6.07,0,8.6,Moderate Delay
Urban,Feeder Bus,6,5,Clear,0.31,51.63,58.83,9.6,11,17.83,Poor,10.1,0,13.42,Moderate Delay
Urban,Feeder Bus,10,0,Cloudy,1.66,89.7,41.33,24.79,12,8.24,Good,11.55,0,17.94,Major Delay
Urban,Local Bus,20,2,Clear,6.77,73.33,92.39,9.39,32,9.27,Average,8.02,0,25.02,Major Delay
Urban,Express Bus,5,6,Clear,8.71,59.72,41.73,3.99,27,16.81,Average,0.0,0,10.56,Moderate Delay
Urban,Local Bus,17,2,Cloudy,0.22,53.74,98.66,14.97,9,15.28,Poor,10.79,0,23.58,Major Delay
Urban,Local Bus,14,1,Clear,4.41,45.06,43.2,17.39,22,5.94,Average,6.5,0,16.51,Major Delay
Rural,Express Bus,7,4,Heavy Rain,8.29,27.27,76.83,12.19,18,14.59,Good,8.99,0,15.92,Major Delay
Urban,Local Bus,7,1,Clear,2.13,42.16,56.87,21.47,9,8.27,Average,1.99,0,15.17,Major Delay
Rural,Express Bus,22,1,Clear,4.78,61.22,46.75,15.08,7,13.79,Good,3.44,0,8.32,Moderate Delay
Rural,Local Bus,5,5,Rain,0.62,56.96,78.19,9.08,31,11.92,Good,8.25,0,19.67,Major Delay
Urban,Local Bus,5,0,Cloudy,6.14,66.14,84.57,10.44,7,10.76,Average,13.56,0,17.61,Major Delay
Urban,Feeder Bus,5,6,Rain,2.83,76.05,54.29,14.89,22,8.53,Average,4.47,0,10.03,Moderate Delay
Urban,Local Bus,16,1,Clear,2.5,44.36,57.52,14.48,34,3.26,Good,0.0,0,13.1,Moderate Delay
Rural,Express Bus,21,0,Clear,4.57,52.41,49.75,21.28,16,8.46,Good,6.48,0,8.19,Moderate Delay
Urban,Local Bus,8,5,Cloudy,0.15,4.32,62.48,19.01,24,15.09,Average,2.57,0,13.68,Moderate Delay
Rural,Feeder Bus,19,1,Clear,1.73,99.89,36.11,4.59,18,13.9,Good,0.0,0,7.9,Moderate Delay
Urban,Express Bus,17,2,Cloudy,8.29,38.48,10.0,12.99,24,7.45,Average,2.84,0,15.28,Major Delay
Urban,Local Bus,9,2,Clear,0.22,62.99,20.6,6.54,13,17.15,Average,5.89,0,15.79,Major Delay
Urban,Local Bus,6,3,Clear,0.28,38.47,53.58,22.75,13,13.46,Average,8.76,0,6.52,Moderate Delay
Rural,Local Bus,13,3,Clear,1.98,37.93,36.6,8.16,21,14.74,Good,1.09,0,15.25,Major Delay
Urban,Feeder Bus,6,1,Rain,3.37,42.55,55.65,15.21,9,6.48,Poor,1.3,0,17.89,Major Delay
Rural,Local Bus,7,1,Clear,4.31,19.36,47.75,9.81,21,20.7,Poor,2.99,0,20.11,Major Delay
Rural,Local Bus,13,1,Heavy Rain,16.13,0.0,43.87,3.0,23,14.09,Good,12.28,0,18.77,Major Delay
Urban,Express Bus,19,0,Clear,4.47,74.67,45.02,6.47,34,19.39,Average,10.21,1,20.7,Major Delay
Urban,Local Bus,22,4,Clear,5.09,60.55,77.34,12.5,12,8.56,Average,6.32,0,19.24,Major Delay
Urban,Local Bus,16,3,Clear,9.76,26.94,62.71,17.41,8,2.57,Good,6.13,0,12.4,Moderate Delay
Rural,Local Bus,9,0,Cloudy,1.18,58.39,89.3,17.19,13,7.0,Average,1.93,0,15.28,Major Delay
Urban,Local Bus,10,2,Rain,5.28,66.95,60.07,6.02,29,16.93,Poor,7.36,0,23.09,Major Delay
Rural,Express Bus,16,4,Clear,6.7,32.06,19.8,15.88,17,6.08,Average,0.0,0,0.0,On Time / Minor
Urban,Feeder Bus,8,1,Clear,5.85,57.47,37.12,19.7,9,19.19,Poor,5.9,0,20.13,Major Delay
Rural,Feeder Bus,14,2,Rain,4.32,71.16,60.3,17.08,11,8.11,Good,0.0,0,16.18,Major Delay
Rural,Feeder Bus,18,5,Clear,4.0,14.92,62.84,11.83,29,13.67,Poor,0.0,0,18.42,Major Delay
Urban,Local Bus,20,4,Cloudy,0.81,60.27,46.28,14.29,33,12.91,Poor,0.0,1,26.11,Major Delay
Rural,Local Bus,6,4,Rain,2.27,56.38,42.09,14.91,9,10.18,Good,12.91,0,11.97,Moderate Delay
Rural,Express Bus,10,2,Clear,13.04,91.25,45.84,22.38,22,10.21,Good,2.71,0,11.25,Moderate Delay
Rural,Feeder Bus,9,3,Cloudy,1.68,60.81,55.11,24.21,34,6.81,Average,0.0,0,12.94,Moderate Delay
Urban,Express Bus,14,5,Rain,3.61,38.55,57.02,17.87,7,21.53,Poor,15.69,0,11.95,Moderate Delay
Urban,Local Bus,8,6,Clear,3.36,41.21,36.04,14.32,9,14.32,Good,0.0,0,9.56,Moderate Delay
Urban,Express Bus,22,0,Clear,5.28,94.54,62.93,13.81,19,3.61,Good,6.13,0,13.18,Moderate Delay
Urban,Express Bus,21,5,Clear,3.33,39.84,62.74,14.44,7,4.94,Average,0.0,0,12.7,Moderate Delay
Urban,Feeder Bus,10,6,Rain,2.76,61.48,55.8,15.23,21,14.38,Good,7.47,0,20.03,Major Delay
Urban,Express Bus,12,6,Cloudy,8.05,42.52,44.18,10.9,25,11.67,Average,3.43,0,10.18,Moderate Delay
Urban,Local Bus,12,1,Clear,4.46,72.87,71.43,25.81,15,2.64,Average,0.0,0,16.75,Major Delay
Urban,Local Bus,5,3,Clear,4.01,74.01,84.47,9.25,32,24.42,Poor,0.0,0,22.03,Major Delay
Urban,Local Bus,20,0,Clear,1.83,47.48,49.04,21.77,31,2.0,Good,0.0,0,7.49,Moderate Delay
Rural,Local Bus,19,0,Clear,2.34,38.64,45.43,3.0,26,9.41,Poor,0.0,0,17.62,Major Delay
Rural,Feeder Bus,10,3,Clear,4.65,38.1,67.32,12.35,20,11.81,Average,0.0,0,16.36,Major Delay
Urban,Local Bus,14,1,Clear,8.78,8.27,34.59,11.97,8,8.31,Poor,7.17,1,18.21,Major Delay
Urban,Local Bus,11,1,Clear,11.53,50.31,32.47,15.37,12,15.98,Good,9.08,0,8.91,Moderate Delay
Rural,Local Bus,9,2,Cloudy,5.04,49.85,45.02,11.81,34,14.28,Average,0.1,0,13.02,Moderate Delay
Urban,Express Bus,10,3,Cloudy,18.56,29.23,64.19,22.32,21,12.43,Average,0.0,0,20.64,Major Delay
Urban,Local Bus,6,1,Clear,2.59,5.8,40.39,12.55,17,11.36,Average,5.32,0,8.7,Moderate Delay
Urban,Local Bus,19,5,Cloudy,2.57,52.74,57.62,7.82,26,14.4,Good,4.28,0,16.96,Major Delay
Urban,Feeder Bus,16,4,Clear,10.35,55.65,17.81,8.2,12,10.67,Average,0.0,0,2.23,On Time / Minor
Urban,Local Bus,21,5,Clear,4.2,57.08,70.34,11.16,14,4.16,Good,3.2,0,17.45,Major Delay
Rural,Local Bus,5,6,Heavy Rain,1.91,25.23,86.81,18.35,16,16.55,Good,0.0,1,23.37,Major Delay
Urban,Local Bus,16,4,Cloudy,3.5,57.13,39.8,19.43,31,20.47,Average,3.54,0,22.08,Major Delay
Urban,Express Bus,15,2,Clear,0.98,43.89,66.88,6.79,19,12.14,Poor,2.73,0,11.05,Moderate Delay
Rural,Express Bus,16,6,Clear,2.95,67.88,53.84,9.2,6,12.24,Average,10.15,0,16.3,Major Delay
Rural,Feeder Bus,22,3,Cloudy,0.82,25.58,60.12,7.61,19,11.54,Good,4.77,0,7.31,Moderate Delay
Urban,Local Bus,12,3,Clear,0.98,74.45,53.08,12.29,13,5.13,Good,3.95,0,18.19,Major Delay
Urban,Feeder Bus,7,2,Heavy Rain,4.6,82.73,51.93,19.77,19,9.0,Good,13.32,0,15.17,Major Delay
Urban,Express Bus,5,0,Clear,0.84,50.67,41.34,15.03,32,15.7,Good,0.0,0,14.02,Moderate Delay
Urban,Local Bus,13,6,Clear,1.4,57.28,36.14,17.3,14,12.99,Average,0.0,0,12.45,Moderate Delay
Urban,Local Bus,8,5,Cloudy,2.24,66.03,79.99,18.48,13,20.31,Good,8.06,0,20.1,Major Delay
Rural,Local Bus,7,4,Cloudy,6.19,24.41,24.42,10.48,19,15.47,Good,8.73,0,15.37,Major Delay
Urban,Feeder Bus,7,1,Clear,2.14,36.82,57.63,6.31,7,9.7,Average,8.85,0,16.45,Major Delay
Urban,Local Bus,9,6,Heavy Rain,12.65,52.24,56.72,10.48,11,15.11,Good,2.34,0,30.24,Major Delay
Rural,Local Bus,7,1,Rain,1.65,94.62,57.06,18.93,6,10.76,Good,0.0,0,22.62,Major Delay
Urban,Express Bus,13,1,Clear,0.08,20.49,71.3,17.62,32,3.51,Average,0.0,0,12.74,Moderate Delay
Rural,Feeder Bus,16,0,Clear,0.92,85.67,50.59,14.47,27,16.98,Good,0.0,0,13.27,Moderate Delay
Rural,Express Bus,10,2,Clear,4.53,43.56,71.06,19.69,9,14.29,Average,0.0,0,16.44,Major Delay
Urban,Express Bus,7,2,Cloudy,0.97,47.21,97.72,14.87,15,26.46,Average,1.3,0,21.51,Major Delay
Urban,Local Bus,15,5,Cloudy,1.59,76.02,54.96,12.01,8,9.07,Average,11.8,0,16.97,Major Delay
Rural,Feeder Bus,6,2,Clear,10.28,94.49,17.36,4.59,27,15.43,Good,0.78,0,12.84,Moderate Delay
Rural,Local Bus,18,6,Heavy Rain,13.1,57.73,55.15,21.63,8,8.05,Good,4.14,0,16.5,Major Delay
Rural,Local Bus,11,2,Clear,0.47,74.79,53.18,13.42,24,7.42,Average,6.24,0,16.15,Major Delay
Urban,Feeder Bus,12,3,Rain,2.73,26.83,66.04,11.29,22,23.42,Good,1.7,0,16.08,Major Delay
Rural,Local Bus,9,4,Rain,4.42,35.82,18.12,13.38,27,2.0,Good,1.66,1,20.04,Major Delay
Urban,Local Bus,10,5,Clear,8.38,16.89,64.49,22.99,30,11.56,Good,9.93,0,22.2,Major Delay
Urban,Express Bus,7,5,Clear,2.12,36.14,49.57,19.96,32,20.44,Good,4.43,0,17.42,Major Delay
Urban,Local Bus,15,6,Clear,4.39,61.0,74.05,11.84,14,4.01,Good,9.15,0,18.24,Major Delay
Rural,Local Bus,7,6,Rain,9.74,52.88,47.63,16.82,29,9.18,Poor,15.44,0,23.29,Major Delay
Urban,Express Bus,17,0,Clear,3.61,87.72,75.36,21.36,10,16.26,Average,0.0,0,13.14,Moderate Delay
Urban,Express Bus,9,0,Rain,0.01,95.26,27.79,16.08,9,5.7,Average,2.72,0,18.15,Major Delay
Rural,Express Bus,15,3,Clear,2.69,44.86,58.36,14.72,31,13.36,Good,2.66,0,12.41,Moderate Delay
Urban,Local Bus,14,1,Clear,1.26,32.37,38.56,3.0,32,7.76,Good,1.02,1,17.29,Major Delay
Urban,Express Bus,16,3,Rain,1.38,74.68,48.24,21.47,25,18.41,Average,1.34,0,12.35,Moderate Delay
Urban,Feeder Bus,18,4,Clear,1.53,77.08,100.0,7.83,15,18.23,Average,10.51,1,19.4,Major Delay
Urban,Local Bus,15,1,Rain,12.36,58.15,39.01,3.0,17,9.31,Poor,4.0,1,21.08,Major Delay
Rural,Local Bus,20,0,Clear,8.87,64.23,50.55,3.17,29,2.0,Good,15.95,0,20.52,Major Delay
Rural,Local Bus,9,6,Clear,13.98,60.63,35.13,8.87,11,14.29,Good,1.47,0,13.08,Moderate Delay
Urban,Local Bus,18,2,Clear,19.73,25.26,51.86,16.92,20,16.83,Average,11.03,0,23.14,Major Delay
Rural,Local Bus,11,5,Clear,4.23,19.97,55.0,20.96,16,14.33,Good,12.29,0,8.4,Moderate Delay
Rural,Express Bus,16,4,Rain,1.87,46.83,43.31,16.05,10,13.7,Good,3.09,0,7.12,Moderate Delay
Urban,Feeder Bus,13,4,Clear,5.52,43.38,89.53,24.41,22,13.03,Good,5.74,0,12.68,Moderate Delay
Rural,Local Bus,21,5,Clear,5.75,54.37,81.1,11.58,25,10.0,Good,7.91,1,15.44,Major Delay
Urban,Express Bus,9,1,Clear,1.86,44.98,39.06,12.61,11,7.88,Average,0.72,0,8.06,Moderate Delay
Rural,Local Bus,14,1,Cloudy,1.8,8.82,74.33,3.0,25,11.88,Poor,11.82,0,18.57,Major Delay
Urban,Local Bus,7,6,Rain,3.17,0.0,48.4,10.55,32,10.48,Average,0.0,0,17.53,Major Delay
Urban,Express Bus,16,4,Cloudy,1.63,64.96,33.41,3.0,32,15.07,Good,0.9,0,7.58,Moderate Delay
Urban,Local Bus,5,2,Heavy Rain,5.81,32.76,43.64,5.95,32,7.35,Average,0.95,0,18.87,Major Delay
Rural,Feeder Bus,12,4,Clear,0.65,42.66,32.88,17.78,17,9.45,Average,4.63,0,12.9,Moderate Delay
Urban,Local Bus,5,2,Clear,7.09,35.17,76.82,3.88,25,11.99,Average,5.14,0,15.38,Major Delay
Urban,Local Bus,10,6,Cloudy,11.27,27.0,40.47,4.47,27,7.76,Average,0.32,0,12.74,Moderate Delay
Urban,Local Bus,13,3,Clear,13.29,26.38,83.76,3.45,34,4.58,Poor,2.93,0,17.66,Major Delay
Rural,Local Bus,10,2,Cloudy,22.21,71.46,60.82,18.66,20,14.75,Good,0.0,0,11.27,Moderate Delay
Urban,Feeder Bus,11,4,Rain,5.9,42.5,49.93,23.83,30,4.99,Average,9.32,0,23.26,Major Delay
Rural,Express Bus,7,5,Clear,0.47,62.6,47.96,13.55,21,12.45,Average,6.97,1,19.24,Major Delay
Urban,Local Bus,17,2,Rain,3.92,65.69,93.05,19.66,29,14.18,Poor,1.76,0,33.01,Major Delay
Urban,Local Bus,19,5,Clear,18.44,55.28,58.21,7.02,15,18.62,Poor,2.54,0,20.4,Major Delay
Urban,Express Bus,13,1,Cloudy,12.95,66.45,47.91,21.38,7,23.04,Good,0.18,0,8.94,Moderate Delay
Urban,Express Bus,5,1,Clear,2.53,48.33,75.07,9.71,15,18.1,Average,0.0,0,9.05,Moderate Delay
Urban,Local Bus,6,5,Cloudy,0.12,79.37,69.71,18.01,15,7.97,Good,0.0,0,14.88,Moderate Delay
Rural,Local Bus,17,4,Clear,5.61,66.94,38.24,13.84,29,10.02,Average,0.0,0,13.65,Moderate Delay
Urban,Local Bus,21,0,Heavy Rain,0.42,70.0,58.1,3.0,25,13.01,Good,8.29,0,19.61,Major Delay
Rural,Local Bus,20,4,Heavy Rain,5.46,26.41,21.83,8.69,24,11.19,Good,8.68,0,24.59,Major Delay
Urban,Local Bus,12,2,Cloudy,6.12,54.05,57.33,15.03,10,12.27,Poor,0.0,0,16.07,Major Delay
Rural,Local Bus,13,1,Cloudy,12.41,5.79,64.28,3.0,25,17.73,Average,6.99,0,16.03,Major Delay
Rural,Local Bus,7,2,Cloudy,0.15,80.22,66.96,15.78,25,12.14,Average,0.0,1,20.23,Major Delay
Rural,Local Bus,6,3,Cloudy,8.46,33.66,38.01,5.5,32,16.06,Good,7.32,0,15.4,Major Delay
Rural,Local Bus,18,6,Cloudy,3.2,36.85,43.23,17.24,12,5.83,Good,3.92,0,5.45,Moderate Delay
Rural,Feeder Bus,12,3,Cloudy,15.29,16.55,62.95,5.84,25,13.89,Good,0.9,0,7.35,Moderate Delay
Urban,Express Bus,13,2,Rain,7.96,47.17,83.01,16.66,7,3.11,Good,5.73,0,19.45,Major Delay
Urban,Local Bus,11,5,Cloudy,4.26,41.83,59.84,18.9,27,17.06,Poor,10.24,1,21.83,Major Delay
Urban,Local Bus,10,3,Clear,1.2,89.92,46.84,12.99,29,10.54,Average,0.0,1,21.43,Major Delay
Urban,Local Bus,22,0,Rain,3.57,67.76,77.4,13.52,28,4.56,Good,9.19,0,21.89,Major Delay
Rural,Feeder Bus,19,4,Clear,10.38,36.16,60.58,22.91,18,10.06,Average,0.0,0,11.14,Moderate Delay
Urban,Express Bus,17,3,Clear,3.59,9.68,61.57,9.3,17,13.83,Good,10.62,0,8.55,Moderate Delay
Rural,Local Bus,12,4,Heavy Rain,3.47,0.0,73.95,10.79,6,5.26,Good,7.83,0,11.83,Moderate Delay
Urban,Feeder Bus,17,1,Clear,3.67,24.4,56.07,17.84,18,7.05,Good,0.0,0,7.39,Moderate Delay
Rural,Feeder Bus,11,3,Clear,1.88,17.38,39.33,16.53,26,9.47,Good,0.59,0,5.74,Moderate Delay
Urban,Feeder Bus,14,4,Cloudy,1.02,56.02,54.91,12.54,34,15.62,Average,5.9,0,13.58,Moderate Delay
Urban,Local Bus,7,4,Rain,1.27,44.67,80.24,6.71,8,2.0,Average,8.23,1,17.35,Major Delay
Rural,Local Bus,17,4,Clear,4.03,48.4,95.85,19.84,21,13.74,Average,5.88,0,20.54,Major Delay
Rural,Express Bus,6,6,Clear,8.83,26.17,33.63,6.57,12,10.18,Average,5.45,0,14.15,Moderate Delay
Urban,Local Bus,18,3,Clear,4.63,51.5,90.75,27.67,16,16.81,Poor,0.31,0,15.54,Major Delay
Urban,Express Bus,15,3,Clear,10.56,15.33,50.66,6.83,28,13.46,Average,3.67,0,5.83,Moderate Delay
Urban,Express Bus,6,3,Clear,13.14,45.97,58.41,7.37,6,18.25,Poor,3.13,0,14.43,Moderate Delay
Urban,Local Bus,14,2,Clear,19.43,67.1,92.0,16.05,6,13.5,Poor,0.0,0,23.24,Major Delay
Rural,Local Bus,9,2,Heavy Rain,0.53,39.6,49.81,17.29,11,5.39,Average,5.18,0,15.33,Major Delay
Rural,Local Bus,13,4,Cloudy,6.55,58.2,52.51,8.16,12,13.59,Good,1.66,0,7.45,Moderate Delay
